family,n_vars,stage,prefixes,semantic_classes,slw_bits,semantic_rank,accept_prefixes,reject_prefixes,boundary_prefixes,boundary_fraction,future_table_bits,runtime_ms,raw_state_bits,E,R,S,T
random3_n8_s2847,8,1,2,2,1,1,0,1,1,0.5,256,0.5806220001431939,2,1.0,1.0,2.0,1.584962500721156
random3_n8_s2847,8,2,4,2,1,1,0,3,1,0.25,256,0.6488140002147702,8,1.0,2.0,2.0,1.584962500721156
random3_n8_s2847,8,3,8,2,1,1,0,7,1,0.125,256,0.5874319999747968,24,1.0,3.0,2.0,1.584962500721156
random3_n8_s2847,8,4,16,2,1,1,0,15,1,0.0625,256,0.5552239999815356,64,1.0,4.0,2.0,1.584962500721156
random3_n8_s2847,8,5,32,2,1,1,0,31,1,0.03125,256,0.6115679998401902,160,1.0,5.0,2.0,1.584962500721156
random3_n8_s2847,8,6,64,2,1,1,0,63,1,0.015625,256,0.697639000009076,384,1.0,6.0,2.0,1.584962500721156
random3_n8_s2847,8,7,128,2,1,1,0,127,1,0.0078125,256,0.6322190001810668,896,1.0,7.0,2.0,1.584962500721156
random3_n8_s2847,8,8,256,2,1,1,1,255,0,0.0,256,0.9503170003881678,2048,1.0,8.0,2.0,1.0
planted3_n8_s3847,8,0,1,1,0,1,0,0,1,1.0,256,0.6065110001145513,0,0.0,0.0,0.0,1.0
planted3_n8_s3847,8,1,2,2,1,2,0,0,2,1.0,256,0.7322310002564336,2,1.0,1.0,2.0,2.0
planted3_n8_s3847,8,2,4,3,2,2,0,2,2,0.5,256,0.5669120000675321,8,1.584962500721156,2.0,3.169925001442312,2.321928094887362
planted3_n8_s3847,8,3,8,3,2,2,0,6,2,0.25,256,0.6506280001303821,24,1.584962500721156,3.0,3.169925001442312,2.321928094887362
planted3_n8_s3847,8,4,16,4,2,3,0,13,3,0.1875,256,0.6478639998022118,64,2.0,4.0,4.0,2.807354922057604
planted3_n8_s3847,8,5,32,3,2,2,0,28,4,0.125,256,0.5567359999076871,160,1.584962500721156,5.0,3.169925001442312,2.807354922057604
planted3_n8_s3847,8,6,64,3,2,2,0,60,4,0.0625,256,0.6253789997572312,384,1.584962500721156,6.0,3.169925001442312,2.807354922057604
planted3_n8_s3847,8,7,128,2,1,1,0,124,4,0.03125,256,0.6050990000403544,896,1.0,7.0,2.0,2.584962500721156
planted3_n8_s3847,8,8,256,2,1,1,4,252,0,0.0,256,0.7383089996437775,2048,1.0,8.0,2.0,1.0
random3_n10_s3011,10,0,1,1,0,1,0,0,1,1.0,1024,2.2247030001381063,0,0.0,0.0,0.0,1.0
random3_n10_s3011,10,1,2,2,1,1,0,1,1,0.5,1024,2.2985230002632306,2,1.0,1.0,2.0,1.584962500721156
random3_n10_s3011,10,2,4,2,1,1,0,3,1,0.25,1024,2.145853999991232,8,1.0,2.0,2.0,1.584962500721156
random3_n10_s3011,10,3,8,2,1,1,0,7,1,0.125,1024,2.1296790000633337,24,1.0,3.0,2.0,1.584962500721156
random3_n10_s3011,10,4,16,3,2,2,0,14,2,0.125,1024,2.235368000128801,64,1.584962500721156,4.0,3.169925001442312,2.321928094887362
random3_n10_s3011,10,5,32,4,2,3,0,29,3,0.09375,1024,2.233886000340135,160,2.0,5.0,4.0,2.807354922057604
random3_n10_s3011,10,6,64,4,2,3,0,61,3,0.046875,1024,2.161497000088275,384,2.0,6.0,4.0,2.807354922057604
random3_n10_s3011,10,7,128,4,2,2,0,124,4,0.03125,1024,2.238933000171528,896,2.0,7.0,4.0,3.0
random3_n10_s3011,10,8,256,4,2,2,0,252,4,0.015625,1024,2.2601650002798124,2048,2.0,8.0,4.0,3.0
random3_n10_s3011,10,9,512,2,1,1,0,507,5,0.009765625,1024,2.398753999841574,4608,1.0,9.0,2.0,2.807354922057604
random3_n10_s3011,10,10,1024,2,1,1,5,1019,0,0.0,1024,2.746696000031079,10240,1.0,10.0,2.0,1.0
planted3_n10_s4011,10,0,1,1,0,1,0,0,1,1.0,1024,2.0214769997437543,0,0.0,0.0,0.0,1.0
planted3_n10_s4011,10,1,2,2,1,2,0,0,2,1.0,1024,2.0497390000855376,2,1.0,1.0,2.0,2.0
planted3_n10_s4011,10,2,4,4,2,3,0,1,3,0.75,1024,2.0764390001204447,8,2.0,2.0,4.0,2.807354922057604
planted3_n10_s4011,10,3,8,5,3,4,0,4,4,0.5,1024,2.0140549995630863,24,2.321928094887362,3.0,4.643856189774724,3.169925001442312
planted3_n10_s4011,10,4,16,6,3,5,0,9,7,0.4375,1024,2.021065999997518,64,2.584962500721156,4.0,5.169925001442312,3.700439718141092
planted3_n10_s4011,10,5,32,6,3,5,0,23,9,0.28125,1024,1.9825389999823528,160,2.584962500721156,5.0,5.169925001442312,3.9068905956085187
planted3_n10_s4011,10,6,64,6,3,5,0,55,9,0.140625,1024,2.0950269999957527,384,2.584962500721156,6.0,5.169925001442312,3.9068905956085187
planted3_n10_s4011,10,7,128,6,3,5,0,119,9,0.0703125,1024,2.018172000134655,896,2.584962500721156,7.0,5.169925001442312,3.9068905956085187
planted3_n10_s4011,10,8,256,5,3,4,0,246,10,0.0390625,1024,2.111172000240913,2048,2.321928094887362,8.0,4.643856189774724,3.9068905956085187
planted3_n10_s4011,10,9,512,3,2,2,0,502,10,0.01953125,1024,2.2677770002701436,4608,1.584962500721156,9.0,3.169925001442312,3.700439718141092
planted3_n10_s4011,10,10,1024,2,1,1,10,1014,0,0.0,1024,2.5708920002216473,10240,1.0,10.0,2.0,1.0
random3_n10_s3029,10,0,1,1,0,1,0,0,1,1.0,1024,2.121757000168145,0,0.0,0.0,0.0,1.0
random3_n10_s3029,10,1,2,2,1,1,0,1,1,0.5,1024,2.1724130001530284,2,1.0,1.0,2.0,1.584962500721156
random3_n10_s3029,10,2,4,2,1,1,0,3,1,0.25,1024,2.1134749999873748,8,1.0,2.0,2.0,1.584962500721156
random3_n10_s3029,10,3,8,2,1,1,0,7,1,0.125,1024,2.060946000256081,24,1.0,3.0,2.0,1.584962500721156
random3_n10_s3029,10,4,16,2,1,1,0,15,1,0.0625,1024,2.33507799975996,64,1.0,4.0,2.0,1.584962500721156
random3_n10_s3029,10,5,32,3,2,2,0,30,2,0.0625,1024,2.35663100011152,160,1.584962500721156,5.0,3.169925001442312,2.321928094887362
random3_n10_s3029,10,6,64,2,1,1,0,61,3,0.046875,1024,2.153625999653741,384,1.0,6.0,2.0,2.321928094887362
random3_n10_s3029,10,7,128,2,1,1,0,125,3,0.0234375,1024,2.0942260002811963,896,1.0,7.0,2.0,2.321928094887362
random3_n10_s3029,10,8,256,2,1,1,0,253,3,0.01171875,1024,2.3913220002214075,2048,1.0,8.0,2.0,2.321928094887362
random3_n10_s3029,10,9,512,2,1,1,0,509,3,0.005859375,1024,2.3421879996021744,4608,1.0,9.0,2.0,2.321928094887362
random3_n10_s3029,10,10,1024,2,1,1,3,1021,0,0.0,1024,2.9035520001343684,10240,1.0,10.0,2.0,1.0
planted3_n10_s4029,10,0,1,1,0,1,0,0,1,1.0,1024,2.196199000081833,0,0.0,0.0,0.0,1.0
planted3_n10_s4029,10,1,2,2,1,2,0,0,2,1.0,1024,2.196480000293377,2,1.0,1.0,2.0,2.0
planted3_n10_s4029,10,2,4,4,2,4,0,0,4,1.0,1024,2.2168699997564545,8,2.0,2.0,4.0,3.0
planted3_n10_s4029,10,3,8,5,3,4,0,4,4,0.5,1024,2.2241619999476825,24,2.321928094887362,3.0,4.643856189774724,3.169925001442312
planted3_n10_s4029,10,4,16,6,3,4,0,10,6,0.375,1024,2.198792999934085,64,2.584962500721156,4.0,5.169925001442312,3.584962500721156
planted3_n10_s4029,10,5,32,7,3,5,0,25,7,0.21875,1024,2.6425800001561583,160,2.807354922057604,5.0,5.614709844115208,3.807354922057604
planted3_n10_s4029,10,6,64,7,3,4,0,56,8,0.125,1024,2.3350370001935516,384,2.807354922057604,6.0,5.614709844115208,3.9068905956085187
planted3_n10_s4029,10,7,128,4,2,2,0,118,10,0.078125,1024,2.2654330000477785,896,2.0,7.0,4.0,3.807354922057604
planted3_n10_s4029,10,8,256,4,2,2,0,246,10,0.0390625,1024,2.540726999995968,2048,2.0,8.0,4.0,3.807354922057604
planted3_n10_s4029,10,9,512,4,2,2,3,502,7,0.013671875,1024,2.6569920000838465,4608,2.0,9.0,4.0,3.4594316186372973
planted3_n10_s4029,10,10,1024,2,1,1,13,1011,0,0.0,1024,2.7823199998238124,10240,1.0,10.0,2.0,1.0
random3_n10_s3047,10,0,1,1,0,1,0,0,1,1.0,1024,2.7404469997236447,0,0.0,0.0,0.0,1.0
random3_n10_s3047,10,1,2,2,1,1,0,1,1,0.5,1024,2.4684079999133246,2,1.0,1.0,2.0,1.584962500721156
random3_n10_s3047,10,2,4,2,1,1,0,3,1,0.25,1024,2.3567509997519664,8,1.0,2.0,2.0,1.584962500721156
random3_n10_s3047,10,3,8,2,1,1,0,7,1,0.125,1024,2.2434399998019217,24,1.0,3.0,2.0,1.584962500721156
random3_n10_s3047,10,4,16,2,1,1,0,15,1,0.0625,1024,2.2091190003266092,64,1.0,4.0,2.0,1.584962500721156
random3_n10_s3047,10,5,32,2,1,1,0,31,1,0.03125,1024,2.7970920000370825,160,1.0,5.0,2.0,1.584962500721156
random3_n10_s3047,10,6,64,2,1,1,0,63,1,0.015625,1024,2.301246999650175,384,1.0,6.0,2.0,1.584962500721156
random3_n10_s3047,10,7,128,2,1,1,0,127,1,0.0078125,1024,2.381007000167301,896,1.0,7.0,2.0,1.584962500721156
random3_n10_s3047,10,8,256,2,1,1,0,255,1,0.00390625,1024,2.3143059997892124,2048,1.0,8.0,2.0,1.584962500721156
random3_n10_s3047,10,9,512,2,1,1,1,511,0,0.0,1024,2.5713630002428545,4608,1.0,9.0,2.0,1.0
random3_n10_s3047,10,10,1024,2,1,1,2,1022,0,0.0,1024,2.926547000242863,10240,1.0,10.0,2.0,1.0
planted3_n10_s4047,10,0,1,1,0,1,0,0,1,1.0,1024,2.1122630000718345,0,0.0,0.0,0.0,1.0
planted3_n10_s4047,10,1,2,2,1,1,0,1,1,0.5,1024,2.0467549998102186,2,1.0,1.0,2.0,1.584962500721156
planted3_n10_s4047,10,2,4,3,2,2,0,2,2,0.5,1024,2.014015999975527,8,1.584962500721156,2.0,3.169925001442312,2.321928094887362
planted3_n10_s4047,10,3,8,3,2,2,0,6,2,0.25,1024,1.940935999755311,24,1.584962500721156,3.0,3.169925001442312,2.321928094887362
planted3_n10_s4047,10,4,16,3,2,2,0,14,2,0.125,1024,1.9496390000313113,64,1.584962500721156,4.0,3.169925001442312,2.321928094887362
planted3_n10_s4047,10,5,32,3,2,2,0,30,2,0.0625,1024,2.181286999984877,160,1.584962500721156,5.0,3.169925001442312,2.321928094887362
planted3_n10_s4047,10,6,64,4,2,3,0,61,3,0.046875,1024,1.9482769998830918,384,2.0,6.0,4.0,2.807354922057604
planted3_n10_s4047,10,7,128,4,2,2,0,125,3,0.0234375,1024,2.1611370002574404,896,2.0,7.0,4.0,2.807354922057604
planted3_n10_s4047,10,8,256,4,2,2,0,253,3,0.01171875,1024,2.0980009999220783,2048,2.0,8.0,4.0,2.807354922057604
planted3_n10_s4047,10,9,512,4,2,2,1,509,2,0.00390625,1024,2.261015999920346,4608,2.0,9.0,4.0,2.584962500721156
planted3_n10_s4047,10,10,1024,2,1,1,4,1020,0,0.0,1024,2.525624000099924,10240,1.0,10.0,2.0,1.0
xor_chain_inputs3,5,0,1,1,0,1,0,0,1,1.0,32,0.062183999943954404,0,0.0,0.0,0.0,1.0
xor_chain_inputs3,5,1,2,2,1,2,0,0,2,1.0,32,0.06280400020841626,2,1.0,1.0,2.0,2.0
xor_chain_inputs3,5,2,4,2,1,2,0,0,4,1.0,32,0.057776999710767996,8,1.0,2.0,2.0,2.584962500721156
xor_chain_inputs3,5,3,8,3,2,2,0,4,4,0.5,32,0.06200300003911252,24,1.584962500721156,3.0,3.169925001442312,2.807354922057604
xor_chain_inputs3,5,4,16,2,1,1,0,12,4,0.25,32,0.06191300008140388,64,1.0,4.0,2.0,2.584962500721156
xor_chain_inputs3,5,5,32,2,1,1,4,28,0,0.0,32,0.07361999996646773,160,1.0,5.0,2.0,1.0
xor_chain_inputs4,7,0,1,1,0,1,0,0,1,1.0,128,0.2425449997645046,0,0.0,0.0,0.0,1.0
xor_chain_inputs4,7,1,2,2,1,2,0,0,2,1.0,128,0.21542399963436765,2,1.0,1.0,2.0,2.0
xor_chain_inputs4,7,2,4,2,1,2,0,0,4,1.0,128,0.20802299968636362,8,1.0,2.0,2.0,2.584962500721156
xor_chain_inputs4,7,3,8,4,2,4,0,0,8,1.0,128,0.2160439998988295,24,2.0,3.0,4.0,3.584962500721156
xor_chain_inputs4,7,4,16,5,3,4,0,8,8,0.5,128,0.2212220001638343,64,2.321928094887362,4.0,4.643856189774724,3.700439718141092
xor_chain_inputs4,7,5,32,3,2,2,0,24,8,0.25,128,0.2682229996935348,160,1.584962500721156,5.0,3.169925001442312,3.4594316186372973
xor_chain_inputs4,7,6,64,2,1,1,0,56,8,0.125,128,0.26247400001011556,384,1.0,6.0,2.0,3.321928094887362
xor_chain_inputs4,7,7,128,2,1,1,8,120,0,0.0,128,0.27882900030817837,896,1.0,7.0,2.0,1.0
xor_chain_inputs5,9,0,1,1,0,1,0,0,1,1.0,512,0.8180689997061563,0,0.0,0.0,0.0,1.0
xor_chain_inputs5,9,1,2,2,1,2,0,0,2,1.0,512,0.875084000199422,2,1.0,1.0,2.0,2.0
xor_chain_inputs5,9,2,4,2,1,2,0,0,4,1.0,512,1.0539840000092227,8,1.0,2.0,2.0,2.584962500721156
xor_chain_inputs5,9,3,8,4,2,4,0,0,8,1.0,512,0.9022750000440283,24,2.0,3.0,4.0,3.584962500721156
xor_chain_inputs5,9,4,16,8,3,8,0,0,16,1.0,512,0.9357760000057169,64,3.0,4.0,6.0,4.584962500721156
xor_chain_inputs5,9,5,32,9,4,8,0,16,16,0.5,512,0.8957050004028133,160,3.169925001442312,5.0,6.339850002884624,4.643856189774724
xor_chain_inputs5,9,6,64,5,3,4,0,48,16,0.25,512,0.8940329998949892,384,2.321928094887362,6.0,4.643856189774724,4.392317422778761
xor_chain_inputs5,9,7,128,3,2,2,0,112,16,0.125,512,0.9387600002810359,896,1.584962500721156,7.0,3.169925001442312,4.247927513443585
xor_chain_inputs5,9,8,256,2,1,1,0,240,16,0.0625,512,1.000161999854754,2048,1.0,8.0,2.0,4.169925001442312
xor_chain_inputs5,9,9,512,2,1,1,16,496,0,0.0,512,1.1574289997042797,4608,1.0,9.0,2.0,1.0
xor_chain_inputs6,11,0,1,1,0,1,0,0,1,1.0,2048,3.411075000258279,0,0.0,0.0,0.0,1.0
xor_chain_inputs6,11,1,2,2,1,2,0,0,2,1.0,2048,3.424434999942605,2,1.0,1.0,2.0,2.0
xor_chain_inputs6,11,2,4,2,1,2,0,0,4,1.0,2048,3.6907839999003045,8,1.0,2.0,2.0,2.584962500721156
xor_chain_inputs6,11,3,8,4,2,4,0,0,8,1.0,2048,3.5235840000495955,24,2.0,3.0,4.0,3.584962500721156
xor_chain_inputs6,11,4,16,8,3,8,0,0,16,1.0,2048,3.5139490000801743,64,3.0,4.0,6.0,4.584962500721156
xor_chain_inputs6,11,5,32,16,4,16,0,0,32,1.0,2048,3.570042999854195,160,4.0,5.0,8.0,5.584962500721156
xor_chain_inputs6,11,6,64,17,5,16,0,32,32,0.5,2048,3.7163229999350733,384,4.087462841250339,6.0,8.174925682500678,5.614709844115208
xor_chain_inputs6,11,7,128,9,4,8,0,96,32,0.25,2048,3.8239949999478995,896,3.169925001442312,7.0,6.339850002884624,5.357552004618084
xor_chain_inputs6,11,8,256,5,3,4,0,224,32,0.125,2048,3.6397280000528554,2048,2.321928094887362,8.0,4.643856189774724,5.20945336562895
xor_chain_inputs6,11,9,512,3,2,2,0,480,32,0.0625,2048,3.7408799998956965,4608,1.584962500721156,9.0,3.169925001442312,5.129283016944966
xor_chain_inputs6,11,10,1024,2,1,1,0,992,32,0.03125,2048,4.345237000052293,10240,1.0,10.0,2.0,5.087462841250339
php_3_2,6,0,1,1,0,0,0,1,0,0.0,64,0.08782199984125327,0,0.0,0.0,0.0,0.0
php_3_2,6,1,2,1,0,0,0,2,0,0.0,64,0.09993999992730096,2,0.0,1.0,0.0,0.0
php_3_2,6,2,4,1,0,0,0,4,0,0.0,64,0.07031599989204551,8,0.0,2.0,0.0,0.0
php_3_2,6,3,8,1,0,0,0,8,0,0.0,64,0.07236800001919619,24,0.0,3.0,0.0,0.0
php_3_2,6,4,16,1,0,0,0,16,0,0.0,64,0.07204800022009294,64,0.0,4.0,0.0,0.0
php_3_2,6,5,32,1,0,0,0,32,0,0.0,64,0.10470799998074654,160,0.0,5.0,0.0,0.0
php_3_2,6,6,64,1,0,0,0,64,0,0.0,64,0.09994999982154695,384,0.0,6.0,0.0,0.0
php_4_3,12,0,1,1,0,0,0,1,0,0.0,4096,7.813678000275104,0,0.0,0.0,0.0,0.0
php_4_3,12,1,2,1,0,0,0,2,0,0.0,4096,6.812264000018331,2,0.0,1.0,0.0,0.0
php_4_3,12,2,4,1,0,0,0,4,0,0.0,4096,6.338491999940743,8,0.0,2.0,0.0,0.0
php_4_3,12,3,8,1,0,0,0,8,0,0.0,4096,10.880840000027092,24,0.0,3.0,0.0,0.0
php_4_3,12,4,16,1,0,0,0,16,0,0.0,4096,6.099122000250645,64,0.0,4.0,0.0,0.0
php_4_3,12,5,32,1,0,0,0,32,0,0.0,4096,6.328806999590597,160,0.0,5.0,0.0,0.0
php_4_3,12,6,64,1,0,0,0,64,0,0.0,4096,6.62886800000706,384,0.0,6.0,0.0,0.0
php_4_3,12,7,128,1,0,0,0,128,0,0.0,4096,6.2213360001805995,896,0.0,7.0,0.0,0.0
php_4_3,12,8,256,1,0,0,0,256,0,0.0,4096,5.978521999622899,2048,0.0,8.0,0.0,0.0
php_4_3,12,9,512,1,0,0,0,512,0,0.0,4096,6.180845000017143,4608,0.0,9.0,0.0,0.0
php_4_3,12,10,1024,1,0,0,0,1024,0,0.0,4096,9.112027999890415,10240,0.0,10.0,0.0,0.0
tseitin_cubic_v4_odd,6,0,1,1,0,0,0,1,0,0.0,64,0.13037500002610614,0,0.0,0.0,0.0,0.0
tseitin_cubic_v4_odd,6,1,2,1,0,0,0,2,0,0.0,64,0.15280000025086338,2,0.0,1.0,0.0,0.0
tseitin_cubic_v4_odd,6,2,4,1,0,0,0,4,0,0.0,64,0.11031500025637797,8,0.0,2.0,0.0,0.0
tseitin_cubic_v4_odd,6,3,8,1,0,0,0,8,0,0.0,64,0.13601499995274935,24,0.0,3.0,0.0,0.0
tseitin_cubic_v4_odd,6,4,16,1,0,0,0,16,0,0.0,64,0.11289999974906095,64,0.0,4.0,0.0,0.0
tseitin_cubic_v4_odd,6,5,32,1,0,0,0,32,0,0.0,64,0.12201299978187308,160,0.0,5.0,0.0,0.0
tseitin_cubic_v4_odd,6,6,64,1,0,0,0,64,0,0.0,64,0.14930399993318133,384,0.0,6.0,0.0,0.0
tseitin_cubic_v6_odd,9,0,1,1,0,0,0,1,0,0.0,512,0.993361999917397,0,0.0,0.0,0.0,0.0
tseitin_cubic_v6_odd,9,1,2,1,0,0,0,2,0,0.0,512,0.9758859996509273,2,0.0,1.0,0.0,0.0
tseitin_cubic_v6_odd,9,2,4,1,0,0,0,4,0,0.0,512,0.9266719998777262,8,0.0,2.0,0.0,0.0
tseitin_cubic_v6_odd,9,3,8,1,0,0,0,8,0,0.0,512,0.9468329999435809,24,0.0,3.0,0.0,0.0
tseitin_cubic_v6_odd,9,4,16,1,0,0,0,16,0,0.0,512,0.8707689999027934,64,0.0,4.0,0.0,0.0
tseitin_cubic_v6_odd,9,5,32,1,0,0,0,32,0,0.0,512,0.9648390000620566,160,0.0,5.0,0.0,0.0
tseitin_cubic_v6_odd,9,6,64,1,0,0,0,64,0,0.0,512,0.9039380001922837,384,0.0,6.0,0.0,0.0
tseitin_cubic_v6_odd,9,7,128,1,0,0,0,128,0,0.0,512,0.9094360002563917,896,0.0,7.0,0.0,0.0
tseitin_cubic_v6_odd,9,8,256,1,0,0,0,256,0,0.0,512,1.0023859999819251,2048,0.0,8.0,0.0,0.0
tseitin_cubic_v6_odd,9,9,512,1,0,0,0,512,0,0.0,512,1.2081350000698876,4608,0.0,9.0,0.0,0.0
tseitin_cubic_v8_odd,12,0,1,1,0,0,0,1,0,0.0,4096,7.8221009998742375,0,0.0,0.0,0.0,0.0
tseitin_cubic_v8_odd,12,1,2,1,0,0,0,2,0,0.0,4096,7.571635000203969,2,0.0,1.0,0.0,0.0
tseitin_cubic_v8_odd,12,2,4,1,0,0,0,4,0,0.0,4096,7.362740999724338,8,0.0,2.0,0.0,0.0
tseitin_cubic_v8_odd,12,3,8,1,0,0,0,8,0,0.0,4096,7.0840419998603466,24,0.0,3.0,0.0,0.0
tseitin_cubic_v8_odd,12,4,16,1,0,0,0,16,0,0.0,4096,6.992264000018622,64,0.0,4.0,0.0,0.0
tseitin_cubic_v8_odd,12,5,32,1,0,0,0,32,0,0.0,4096,6.884512999931758,160,0.0,5.0,0.0,0.0
tseitin_cubic_v8_odd,12,6,64,1,0,0,0,64,0,0.0,4096,7.130872999823623,384,0.0,6.0,0.0,0.0
tseitin_cubic_v8_odd,12,7,128,1,0,0,0,128,0,0.0,4096,7.489310999972076,896,0.0,7.0,0.0,0.0
tseitin_cubic_v8_odd,12,8,256,1,0,0,0,256,0,0.0,4096,7.342780000271887,2048,0.0,8.0,0.0,0.0
tseitin_cubic_v8_odd,12,9,512,1,0,0,0,512,0,0.0,4096,7.068207999964216,4608,0.0,9.0,0.0,0.0
tseitin_cubic_v8_odd,12,10,1024,1,0,0,0,1024,0,0.0,4096,7.603862999985722,10240,0.0,10.0,0.0,0.0
